"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases","diff","sign"
"5034","dec11","Pennsylvania","Luzerne","Wilkes-Barre","Wilkes University",92,"LuzernePennsylvania",0.038504553946386,"Primarily online","5132","Private nonprofit, 4-year",0.0179267342166797,-0.0205778197297063,"good"
"5036","dec11","Pennsylvania","York","York","York College of Pennsylvania",75,"YorkPennsylvania",0.0345857328006627,"Hybrid","4317","0",0.0173731758165393,-0.0172125569841234,"good"
"5050","dec11","Rhode Island","Providence","Providence","Brown University",164,"ProvidenceRhode Island",0.0723286239046157,"Primarily online","10257","Private nonprofit, 4-year",0.0159890806278639,-0.0563395432767518,"good"
"5051","dec11","Rhode Island","Providence","Smithfield","Bryant University",74,"ProvidenceRhode Island",0.0723286239046157,"Primarily in person","3788","Private nonprofit, 4-year",0.0195353748680042,-0.0527932490366115,"good"
"5053","dec11","Rhode Island","Providence","Providence","Providence College",393,"ProvidenceRhode Island",0.0723286239046157,"Fully online","4674","Private nonprofit, 4-year",0.0840821566110398,0.0117535327064241,"bad"
"5054","dec11","Rhode Island","Providence","Providence","Rhode Island College",101,"ProvidenceRhode Island",0.0723286239046157,"Primarily online","7766","Public, 4-year",0.0130054081895442,-0.0593232157150715,"good"
"5055","dec11","Rhode Island","Providence","Providence","Rhode Island School of Design",30,"ProvidenceRhode Island",0.0723286239046157,"Primarily online","2467","Private nonprofit, 4-year",0.0121605188488042,-0.0601681050558115,"good"
"5056","dec11","Rhode Island","Bristol","Bristol","Roger Williams University",184,"BristolRhode Island",0.0326739412941686,"Primarily in person","4860","Private nonprofit, 4-year",0.0378600823045267,0.00518614101035815,"bad"
"5057","dec11","Rhode Island","Newport","Newport","Salve Regina University",47,"NewportRhode Island",0.0200774834921176,"Primarily in person","2647","Private nonprofit, 4-year",0.0177559501322252,-0.00232153335989244,"good"
"5058","dec11","Rhode Island","Washington","Kingston","University of Rhode Island",836,"WashingtonRhode Island",0.0250364318306696,"Other","17777","Public, 4-year",0.0470270574337627,0.0219906256030931,"bad"
"5060","dec11","South Carolina","Richland","Columbia","Benedict College",6,"RichlandSouth Carolina",0.0533554294675521,"Hybrid","2165","Private nonprofit, 4-year",0.00277136258660508,-0.050584066880947,"good"
"5061","dec11","South Carolina","Greenville","Greenville","Bob Jones University",34,"GreenvilleSouth Carolina",0.0523281799740995,"Fully in person","3005","Private nonprofit, 4-year",0.0113144758735441,-0.0410137041005554,"good"
"5062","dec11","South Carolina","Charleston","North Charleston","Charleston Southern University",24,"CharlestonSouth Carolina",0.0516181096046241,"Primarily online","3414","Private nonprofit, 4-year",0.0070298769771529,-0.0445882326274712,"good"
"5063","dec11","South Carolina","Orangeburg","Orangeburg","Claflin University",18,"OrangeburgSouth Carolina",0.0483899042645779,"Primarily online","2172","Private nonprofit, 4-year",0.00828729281767956,-0.0401026114468983,"good"
"5064","dec11","South Carolina","Pickens","Clemson","Clemson University",5431,"PickensSouth Carolina",0.0596765549635888,"Primarily online","24951","Public, 4-year",0.217666626588113,0.157990071624524,"bad"
"5065","dec11","South Carolina","Horry","Conway","Coastal Carolina University",355,"HorrySouth Carolina",0.0463622730392198,"Primarily online","10641","Public, 4-year",0.0333615261723522,-0.0130007468668676,"good"
"5067","dec11","South Carolina","Charleston","Charleston","College of Charleston",614,"CharlestonSouth Carolina",0.0516181096046241,"Primarily online","10783","Public, 4-year",0.0569414819623481,0.00532337235772404,"bad"
"5068","dec11","South Carolina","Spartanburg","Spartanburg","Converse College",5,"SpartanburgSouth Carolina",0.0455305908657379,"Primarily in person","1380","Private nonprofit, 4-year",0.0036231884057971,-0.0419074024599408,"good"
"5070","dec11","South Carolina","Florence","Florence","Francis Marion University",92,"FlorenceSouth Carolina",0.0549413202403592,"Primarily in person","3940","Public, 4-year",0.0233502538071066,-0.0315910664332526,"good"
"5071","dec11","South Carolina","Greenville","Greenville","Furman University",133,"GreenvilleSouth Carolina",0.0523281799740995,"Hybrid","2947","Private nonprofit, 4-year",0.0451306413301663,-0.00719753864393323,"good"
"5072","dec11","South Carolina","Greenville","Greenville","Greenville Technical College",669,"GreenvilleSouth Carolina",0.0523281799740995,"Primarily in person","10864","Public, 2-year",0.061579528718704,0.00925134874460448,"bad"
"5073","dec11","South Carolina","Greenwood","Greenwood","Lander University",133,"GreenwoodSouth Carolina",0.0478315515950912,"Hybrid","3044","Public, 4-year",0.0436925098554534,-0.00413904173963785,"good"
"5074","dec11","South Carolina","Cherokee","Gaffney","Limestone College",16,"CherokeeSouth Carolina",0.0419546247818499,"Primarily in person","2442","Private nonprofit, 4-year",0.00655200655200655,-0.0354026182298433,"good"
"5076","dec11","South Carolina","Newberry","Newberry","Newberry College",23,"NewberrySouth Carolina",0.0605098855359001,"Primarily in person","1208","Private nonprofit, 4-year",0.0190397350993377,-0.0414701504365624,"good"
"5077","dec11","South Carolina","Greenville","Tigerville","North Greenville University",207,"GreenvilleSouth Carolina",0.0523281799740995,"Primarily in person","2578","Private nonprofit, 4-year",0.0802948021722265,0.027966622198127,"bad"
"5078","dec11","South Carolina","Laurens","Clinton","Presbyterian College",109,"LaurensSouth Carolina",0.0408783133065651,"Primarily in person","1330","Private nonprofit, 4-year",0.0819548872180451,0.04107657391148,"bad"
"5079","dec11","South Carolina","Orangeburg","Orangeburg","South Carolina State University",41,"OrangeburgSouth Carolina",0.0483899042645779,"Hybrid","3022","Public, 4-year",0.0135671740569159,-0.034822730207662,"good"
"5080","dec11","South Carolina","Pickens","Central","Southern Wesleyan University",6,"PickensSouth Carolina",0.0596765549635888,"Fully online","1551","Private nonprofit, 4-year",0.00386847195357834,-0.0558080830100105,"good"
"5081","dec11","South Carolina","Charleston","Charleston","The Citadel",176,"CharlestonSouth Carolina",0.0516181096046241,"Primarily in person","3763","Public, 4-year",0.0467711931969174,-0.00484691640770675,"good"
"5082","dec11","South Carolina","Anderson","Pendleton","Tri-County Technical College",288,"AndersonSouth Carolina",0.0452857946859665,"Hybrid","6082","Public, 2-year",0.0473528444590595,0.00206704977309301,"bad"
"5086","dec11","South Carolina","Spartanburg","Spartanburg","University of South Carolina Upstate",193,"SpartanburgSouth Carolina",0.0455305908657379,"Hybrid","6175","Public, 4-year",0.0312550607287449,-0.014275530136993,"good"
"5087","dec11","South Carolina","York","Rock Hill","Winthrop University",61,"YorkSouth Carolina",0.0408856177863826,"Primarily online","5813","Public, 4-year",0.0104937209702391,-0.0303918968161435,"good"
"5088","dec11","South Carolina","Spartanburg","Spartanburg","Wofford College",174,"SpartanburgSouth Carolina",0.0455305908657379,"Primarily in person","1666","Private nonprofit, 4-year",0.104441776710684,0.0589111858449464,"bad"
"5090","dec11","South Dakota","Lawrence","Spearfish","Black Hills State University",72,"LawrenceSouth Dakota",0.0880281690140845,"Fully in person","4035","Public, 4-year",0.0178438661710037,-0.0701843028430808,"good"
"5091","dec11","South Dakota","Lake","Madison","Dakota State University",25,"LakeSouth Dakota",0.0722044229116199,"Fully in person","3382","Public, 4-year",0.00739207569485511,-0.0648123472167648,"good"
"5092","dec11","South Dakota","Yankton","Yankton","Mount Marty College",87,"YanktonSouth Dakota",0.0941965459805383,"Fully in person","1044","Private nonprofit, 4-year",0.0833333333333333,-0.010863212647205,"good"
"5093","dec11","South Dakota","Brown","Aberdeen","Northern State University",45,"BrownSouth Dakota",0.102809032158397,"Fully in person","3493","Public, 4-year",0.0128829086744918,-0.0899261234839052,"good"
"5094","dec11","South Dakota","Oglala Lakota","Kyle ","Oglala Lakota College",0,"Oglala LakotaSouth Dakota",0.124356351837483,"Fully online","1300","Public, 4-year",0,-0.124356351837483,"good"
"5096","dec11","South Dakota","Pennington","Rapid City ","South Dakota School of Mines and Technology",54,"PenningtonSouth Dakota",0.085282355526258,"Hybrid","2654","Public, 4-year",0.0203466465712133,-0.0649357089550447,"good"
"5097","dec11","South Dakota","Brookings","Brookings","South Dakota State University",112,"BrookingsSouth Dakota",0.0758046583231177,"Hybrid","12104","Public, 4-year",0.0092531394580304,-0.0665515188650873,"good"
"5098","dec11","South Dakota","Minnehaha","Sioux Falls","University of Sioux Falls",66,"MinnehahaSouth Dakota",0.116245715410026,"Fully in person","1615","Private nonprofit, 4-year",0.0408668730650155,-0.0753788423450105,"good"
"5099","dec11","South Dakota","Clay","Vermillion","University of South Dakota",264,"ClaySouth Dakota",0.105259417199716,"Primarily in person","10066","Public, 4-year",0.0262269024438705,-0.0790325147558456,"good"
"5100","dec11","Tennessee","Montgomery","Clarksville","Austin Peay State University",318,"MontgomeryTennessee",0.0379390697296082,"Hybrid","10954","Public, 4-year",0.0290304911447873,-0.00890857858482091,"good"
"5101","dec11","Tennessee","Davidson","Nashville","Belmont University",334,"DavidsonTennessee",0.0756024686520376,"Primarily online","8260","Private nonprofit, 4-year",0.0404358353510896,-0.035166633300948,"good"
"5103","dec11","Tennessee","Jefferson","Jefferson City","Carson-Newman University",254,"JeffersonTennessee",0.0505917974126067,"Primarily in person","2560","Private nonprofit, 4-year",0.09921875,0.0486269525873933,"bad"
"5104","dec11","Tennessee","Hamilton","Chattanooga","Chattanooga State Community College",111,"HamiltonTennessee",0.0591429130732673,"Primarily online","8241","Public, 2-year",0.0134692391700036,-0.0456736739032637,"good"
"5105","dec11","Tennessee","Shelby","Memphis","Christian Brothers University",110,"ShelbyTennessee",0.0568778636869029,"Primarily in person","2034","Private nonprofit, 4-year",0.0540806293018682,-0.00279723438503467,"good"
"5106","dec11","Tennessee","Bradley","Cleveland","Cleveland State Community College",116,"BradleyTennessee",0.0598742022014615,"Hybrid","3264","Public, 2-year",0.0355392156862745,-0.024334986515187,"good"
"5107","dec11","Tennessee","Maury","Columbia","Columbia State Community College",158,"MauryTennessee",0.0726239015634889,"Primarily online","6221","Public, 2-year",0.0253978460054654,-0.0472260555580235,"good"
"5108","dec11","Tennessee","Wilson","Lebanon","Cumberland University",161,"WilsonTennessee",0.0619811001195932,"Other","2405","Private nonprofit, 4-year",0.0669438669438669,0.00496276682427375,"bad"
"5109","dec11","Tennessee","Dyer","Dyersburg","Dyersburg State Community College",75,"DyerTennessee",0.0950240856858365,"Primarily online","2977","Public, 2-year",0.0251931474638898,-0.0698309382219467,"good"
"5110","dec11","Tennessee","Washington","Johnson City","East Tennessee State University",528,"WashingtonTennessee",0.0576386473429952,"Primarily online","14317","Public, 4-year",0.0368792344764965,-0.0207594128664987,"good"
"5111","dec11","Tennessee","Madison","Jackson","Jackson State Community College",86,"MadisonTennessee",0.062551028739386,"Primarily online","4862","Public, 2-year",0.0176881941587824,-0.0448628345806036,"good"
"5113","dec11","Tennessee","Madison","Jackson","Lane College",18,"MadisonTennessee",0.062551028739386,"Hybrid","1232","Private nonprofit, 4-year",0.0146103896103896,-0.0479406391289964,"good"
"5116","dec11","Tennessee","Claiborne","Harrogate","Lincoln Memorial University",195,"ClaiborneTennessee",0.035420382364905,"Primarily in person","4798","Private nonprofit, 4-year",0.0406419341392247,0.00522155177431968,"bad"
"5117","dec11","Tennessee","Davidson","Nashville","Lipscomb University",151,"DavidsonTennessee",0.0756024686520376,"Primarily in person","4620","Private nonprofit, 4-year",0.0326839826839827,-0.0429184859680549,"good"
"5118","dec11","Tennessee","Blount","Maryville","Maryville College",2,"BlountTennessee",0.0520257273383025,"Primarily in person","1146","Private nonprofit, 4-year",0.00174520069808028,-0.0502805266402222,"good"
"5119","dec11","Tennessee","Rutherford","Murfreesboro","Middle Tennessee State University",728,"RutherfordTennessee",0.0632408926072498,"Hybrid","21631","Public, 4-year",0.0336554019693958,-0.029585490637854,"good"
"5121","dec11","Tennessee","Moore","Tullahoma","Motlow State Community College",69,"MooreTennessee",0.0707459926017263,"Primarily online","6886","Public, 2-year",0.0100203311065931,-0.0607256614951332,"good"
"5122","dec11","Tennessee","Davidson","Nashville","Nashville State Community College",105,"DavidsonTennessee",0.0756024686520376,"Hybrid","8284","Public, 2-year",0.0126750362143892,-0.0629274324376484,"good"
"5123","dec11","Tennessee","Sullivan","Blountville","Northeast State Community College",138,"SullivanTennessee",0.0498143329881022,"Hybrid","6139","Public, 2-year",0.0224792311451376,-0.0273351018429646,"good"
"5124","dec11","Tennessee","Knox","Knoxville","Pellissippi State Community College",47,"KnoxTennessee",0.0493820073015205,"Primarily online","10894","Public, 2-year",0.00431430145033964,-0.0450677058511809,"good"
"5125","dec11","Tennessee","Shelby","Memphis","Rhodes College",21,"ShelbyTennessee",0.0568778636869029,"Fully online","2036","Private nonprofit, 4-year",0.0103143418467584,-0.0465635218401446,"good"
"5126","dec11","Tennessee","Roane","Harriman","Roane State Community College",125,"RoaneTennessee",0.0542879622344611,"Hybrid","5688","Public, 2-year",0.0219760900140647,-0.0323118722203964,"good"
"5127","dec11","Tennessee","Hamilton","Collegedale","Southern Adventist University",54,"HamiltonTennessee",0.0591429130732673,"Fully in person","2942","Private nonprofit, 4-year",0.0183548606390211,-0.0407880524342462,"good"
"5128","dec11","Tennessee","Shelby","Memphis","Southwest Tennessee Community College",113,"ShelbyTennessee",0.0568778636869029,"Primarily online","9347","Public, 2-year",0.0120894404621804,-0.0447884232247225,"good"
"5155","dec11","Tennessee","Davidson","Nashville","Tennessee State University",55,"DavidsonTennessee",0.0756024686520376,"Hybrid","7774","Public, 4-year",0.00707486493439671,-0.0685276037176409,"good"
"5156","dec11","Tennessee","Putnam","Cookeville","Tennessee Technological University",897,"PutnamTennessee",0.0826718175587264,"Primarily in person","10186","Public, 4-year",0.0880620459454153,0.00539022838668889,"bad"
"5158","dec11","Tennessee","Davidson","Nashville","Trevecca Nazarene University",34,"DavidsonTennessee",0.0756024686520376,"Primarily in person","3927","Private nonprofit, 4-year",0.00865800865800866,-0.0669444599940289,"good"
"5159","dec11","Tennessee","Greene","Greenville","Tusculum University",5,"GreeneTennessee",0.0552346204520118,"Primarily in person","1735","Private nonprofit, 4-year",0.00288184438040346,-0.0523527760716083,"good"
"5160","dec11","Tennessee","Madison","Jackson","Union University",62,"MadisonTennessee",0.062551028739386,"Primarily in person","3247","Private nonprofit, 4-year",0.0190945488142901,-0.0434564799250959,"good"
"5161","dec11","Tennessee","Shelby","Memphis","University of Memphis",458,"ShelbyTennessee",0.0568778636869029,"Primarily online","21458","Public, 4-year",0.0213440208779942,-0.0355338428089087,"good"
"5163","dec11","Tennessee","Hamilton","Chattanooga ","University of Tennessee, Chattanooga",927,"HamiltonTennessee",0.0591429130732673,"Primarily in person","11638","Public, 4-year",0.0796528613163774,0.0205099482431101,"bad"
"5164","dec11","Tennessee","Weakley","Martin","University of Tennessee, Martin",433,"WeakleyTennessee",0.0724315890542487,"Hybrid","7048","Public, 4-year",0.0614358683314415,-0.0109957207228071,"good"
"5165","dec11","Tennessee","Knox","Knoxville","University of Tennessee, Knoxville",2268,"KnoxTennessee",0.0493820073015205,"Hybrid","28894","Public, 4-year",0.0784938049422025,0.029111797640682,"bad"
"5166","dec11","Tennessee","Davidson","Nashville","Vanderbilt University",816,"DavidsonTennessee",0.0756024686520376,"Other","12824","Private nonprofit, 4-year",0.0636306924516531,-0.0119717762003844,"good"
"5167","dec11","Tennessee","Sumner","Gallatin","Volunteer State Community College",168,"SumnerTennessee",0.0616102842385366,"Primarily online","9154","Public, 2-year",0.0183526327288617,-0.0432576515096749,"good"
"5168","dec11","Tennessee","Hamblen","Morristown","Walters State Community College",108,"HamblenTennessee",0.0641882526873441,"Primarily online","6144","Public, 2-year",0.017578125,-0.0466101276873441,"good"
"5169","dec11","Texas","Taylor","Abilene","Abilene Christian University",553,"TaylorTexas",0.0675340858049466,"Primarily in person","5204","Private nonprofit, 4-year",0.106264411990776,0.0387303261858297,"bad"
"5170","dec11","Texas","Tom Green","San Angelo","Angelo State University",294,"Tom GreenTexas",0.0868959731543624,"Hybrid","10387","Public, 4-year",0.0283046115336478,-0.0585913616207146,"good"
"5171","dec11","Texas","Grayson","Sherman","Austin College",97,"GraysonTexas",0.0371112677297154,"Primarily in person","1299","Private nonprofit, 4-year",0.0746728252501925,0.0375615575204771,"bad"
"5173","dec11","Texas","McLennan","Waco","Baylor University",1702,"McLennanTexas",0.0623093019721537,"Hybrid","17217","Private nonprofit, 4-year",0.0988557820758553,0.0365464801037016,"bad"
"5174","dec11","Texas","Washington","Brenham","Blinn College",256,"WashingtonTexas",0.028844546011928,"Hybrid","21623","Public, 2-year",0.0118392452481154,-0.0170053007638126,"good"
"5175","dec11","Texas","Brazoria","Richwood","Brazosport College",1,"BrazoriaTexas",0.0419356390141718,"Hybrid","4311","Public, 4-year",0.000231964741359313,-0.0417036742728125,"good"
"5177","dec11","Texas","Travis","Austin","Concordia University Texas",7,"TravisTexas",0.0325906586894032,"Hybrid","2568","Private nonprofit, 4-year",0.00272585669781931,-0.0298648019915839,"good"
"5178","dec11","Texas","Dallas","Dallas","Dallas Baptist University",60,"DallasTexas",0.05857524674485,"Hybrid","4766","Private nonprofit, 4-year",0.0125891733109526,-0.0459860734338974,"good"
"5179","dec11","Texas","Harrison","Marshall","East Texas Baptist University",1,"HarrisonTexas",0.0291346746202275,"Hybrid","1613","Private nonprofit, 4-year",0.000619962802231866,-0.0285147118179956,"good"
"5180","dec11","Texas","Galveston","Galveston","Galveston College",9,"GalvestonTexas",0.0471328904334203,"Hybrid","2429","Public, 2-year",0.00370522848909016,-0.0434276619443301,"good"
"5181","dec11","Texas","Grayson","Dension","Grayson College",32,"GraysonTexas",0.0371112677297154,"Hybrid","4372","Public, 2-year",0.00731930466605672,-0.0297919630636587,"good"
"5182","dec11","Texas","Taylor","Abilene","Hardin-Simmons University",37,"TaylorTexas",0.0675340858049466,"Hybrid","2344","Private nonprofit, 4-year",0.0157849829351536,-0.051749102869793,"good"
"5183","dec11","Texas","Hill","Hillsboro","Hill College",35,"HillTexas",0.0348440612295015,"Primarily online","4447","Public, 2-year",0.00787047447717562,-0.0269735867523259,"good"
"5184","dec11","Texas","Harris","Houston","Houston Baptist University",2,"HarrisTexas",0.0430398922204601,"Hybrid","3432","Private nonprofit, 4-year",0.000582750582750583,-0.0424571416377095,"good"
"5186","dec11","Texas","Jefferson","Beaumont","Lamar University",302,"JeffersonTexas",0.0452606682169618,"Primarily in person","14783","Public, 4-year",0.0204288710004735,-0.0248317972164883,"good"
"5188","dec11","Texas","Gregg","Longview","LeTourneau University",71,"GreggTexas",0.0463754084472952,"Primarily in person","3175","Private nonprofit, 4-year",0.0223622047244094,-0.0240132037228858,"good"
"5189","dec11","Texas","Lubbock","Lubbock","Lubbock Christian University",232,"LubbockTexas",0.114898782557177,"Primarily in person","1805","Private nonprofit, 4-year",0.128531855955679,0.0136330733985017,"bad"
"5190","dec11","Texas","McLennan","Waco","McLennan Community College",252,"McLennanTexas",0.0623093019721537,"Hybrid","8955","Public, 2-year",0.0281407035175879,-0.0341685984545658,"good"
"5191","dec11","Texas","Taylor","Abilene","McMurry University",125,"TaylorTexas",0.0675340858049466,"Hybrid","1132","Private nonprofit, 4-year",0.110424028268551,0.0428899424636046,"bad"
"5192","dec11","Texas","Midland","Midland","Midland College",57,"MidlandTexas",0.0484301483894318,"Primarily online","5452","Public, 4-year",0.010454878943507,-0.0379752694459248,"good"
"5193","dec11","Texas","Wichita","Wichita Falls","Midwestern State University",257,"WichitaTexas",0.0639113665582697,"Primarily online","6102","Public, 4-year",0.0421173385775156,-0.0217940279807541,"good"
"5194","dec11","Texas","Ector","Odessa","Odessa College",186,"EctorTexas",0.0628553208641403,"Undetermined","7083","Public, 2-year",0.0262600592969081,-0.0365952615672322,"good"
"5196","dec11","Texas","Harris","Houston","Rice University",210,"HarrisTexas",0.0430398922204601,"Hybrid","7124","Private nonprofit, 4-year",0.0294778214486244,-0.0135620707718357,"good"
"5198","dec11","Texas","Walker","Huntsville","Sam Houston State University",1016,"WalkerTexas",0.0629565169724959,"Hybrid","21213","Public, 4-year",0.0478951586291425,-0.0150613583433534,"good"
"5199","dec11","Texas","Kerr","Kerriville","Schreiner University",9,"KerrTexas",0.0212167300380228,"Primarily in person","1418","Private nonprofit, 4-year",0.00634696755994358,-0.0148697624780792,"good"
"5200","dec11","Texas","Hidalgo","McAllen","South Texas College",198,"HidalgoTexas",0.0534691213493157,"Hybrid","31949","Public, 4-year",0.00619737706970484,-0.0472717442796109,"good"
"5201","dec11","Texas","Dallas","Dallas","Southern Methodist University",920,"DallasTexas",0.05857524674485,"Hybrid","11649","Private nonprofit, 4-year",0.0789767362005322,0.0204014894556822,"bad"
"5204","dec11","Texas","Nacogdoches","Nacogdoches","Stephen F. Austin State University",518,"NacogdochesTexas",0.0322526225384946,"Hybrid","13144","Public, 4-year",0.0394096165550822,0.00715699401658757,"bad"
"5205","dec11","Texas","Brewster","Alpine","Sul Ross State University",317,"BrewsterTexas",0.0794306204498533,"Primarily in person","2739","Public, 4-year",0.115735669952537,0.0363050495026841,"bad"
"5206","dec11","Texas","Erath","Stephenville","Tarleton State University",570,"ErathTexas",0.0387605976860743,"Primarily in person","13109","Public, 4-year",0.0434815775421466,0.00472097985607232,"bad"
"5207","dec11","Texas","Bowie","Texarkana","Texarkana College",78,"BowieTexas",0.0281838168266395,"Primarily in person","4239","Public, 2-year",0.0184005661712668,-0.00978325065537269,"good"
"5216","dec11","Texas","Tarrant","Fort Worth","Texas Christian University",1591,"TarrantTexas",0.0549227948433186,"Hybrid","10918","Private nonprofit, 4-year",0.145722659827807,0.0907998649844887,"bad"
"5217","dec11","Texas","Smith","Tyler","Texas College",1,"SmithTexas",0.0475142963940005,"Fully online","1042","Private nonprofit, 4-year",0.000959692898272553,-0.046554603495728,"good"
"5218","dec11","Texas","Guadalupe","Seguin","Texas Lutheran University",36,"GuadalupeTexas",0.0290265932261293,"Primarily in person","1443","Private nonprofit, 4-year",0.0249480249480249,-0.00407856827810435,"good"
"5219","dec11","Texas","Harris","Houston","Texas Southern University",54,"HarrisTexas",0.0430398922204601,"Hybrid","9732","Public, 4-year",0.00554870530209618,-0.0374911869183639,"good"
"5220","dec11","Texas","Hays","San Marcos","Texas State University",1224,"HaysTexas",0.0391283760007993,"Primarily in person","38644","Public, 4-year",0.0316737397784908,-0.00745463622230846,"good"
"5221","dec11","Texas","Lubbock","Lubbock","Texas Tech University",3141,"LubbockTexas",0.114898782557177,"Primarily in person","38209","Public, 4-year",0.0822057630401214,-0.0326930195170556,"good"
"5224","dec11","Texas","Tarrant","Fort Worth","Texas Wesleyan University",93,"TarrantTexas",0.0549227948433186,"Hybrid","2236","Private nonprofit, 4-year",0.0415921288014311,-0.0133306660418875,"good"
"5226","dec11","Texas","Bexar","San Antonia","Trinity University",26,"BexarTexas",0.0456219298306909,"Hybrid","2637","Private nonprofit, 4-year",0.00985968904057641,-0.0357622407901145,"good"
"5227","dec11","Texas","Smith","Tyler","Tyler Junior College",153,"SmithTexas",0.0475142963940005,"Hybrid","10106","Public, 4-year",0.0151395210765882,-0.0323747753174123,"good"
"5228","dec11","Texas","Dallas","Irving","University of Dallas",73,"DallasTexas",0.05857524674485,"Hybrid","2542","Private nonprofit, 4-year",0.0287175452399685,-0.0298577015048815,"good"
"5229","dec11","Texas","Harris","Houston","University of Houston",484,"HarrisTexas",0.0430398922204601,"Primarily online","46324","Public, 4-year",0.0104481478283395,-0.0325917443921206,"good"
"5230","dec11","Texas","Harris","Houston","University of Houston-Clear Lake",72,"HarrisTexas",0.0430398922204601,"Primarily online","8961","Public, 4-year",0.00803481754268497,-0.0350050746777751,"good"
"5231","dec11","Texas","Harris","Houston","University of Houston-Downtown",32,"HarrisTexas",0.0430398922204601,"Primarily online","14265","Public, 4-year",0.00224325271643884,-0.0407966395040213,"good"
"5232","dec11","Texas","Victoria","Victoria","University of Houston-Victoria",40,"VictoriaTexas",0.0569805829460058,"Primarily online","4336","Public, 4-year",0.00922509225092251,-0.0477554906950833,"good"
"5234","dec11","Texas","Denton","Denton","University of North Texas",901,"DentonTexas",0.0322100704796062,"Hybrid","38241","Public, 4-year",0.0235610993436364,-0.00864897113596979,"good"
"5236","dec11","Texas","Dallas","Dallas","University of North Texas, Dallas",31,"DallasTexas",0.05857524674485,"Primarily online","3757","Public, 4-year",0.00825126430662763,-0.0503239824382224,"good"
"5246","dec11","Texas","Tarrant","Arlington","University of Texas, Arlington",281,"TarrantTexas",0.0549227948433186,"Hybrid","47899","Public, 4-year",0.00586651078310612,-0.0490562840602125,"good"
"5247","dec11","Texas","Travis","Austin","University of Texas, Austin",2102,"TravisTexas",0.0325906586894032,"Hybrid","51832","Public, 4-year",0.0405540978546072,0.00796343916520399,"bad"
"5248","dec11","Texas","Dallas","Dallas","University of Texas, Dallas",131,"DallasTexas",0.05857524674485,"Hybrid","28755","Public, 4-year",0.00455572943835855,-0.0540195173064915,"good"
"5249","dec11","Texas","El Paso","El Paso","University of Texas, El Paso",1268,"El PasoTexas",0.108989345096385,"Primarily online","25151","Public, 4-year",0.050415490437756,-0.058573854658629,"good"
"5250","dec11","Texas","Bexar","San Antonio","University of Texas, San Antonio",78,"BexarTexas",0.0456219298306909,"Hybrid","32264","Public, 4-year",0.00241755516984875,-0.0432043746608421,"good"
"5251","dec11","Texas","Smith","Tyler","University of Texas, Tyler",270,"SmithTexas",0.0475142963940005,"Hybrid","10206","Public, 4-year",0.0264550264550265,-0.021059269938974,"good"
"5252","dec11","Texas","Bexar","San Antonio","University of the Incarnate Word",128,"BexarTexas",0.0456219298306909,"Primarily online","8263","Private nonprofit, 4-year",0.0154907418613095,-0.0301311879693814,"good"
"5253","dec11","Texas","Hale","Plainview","Wayland Baptist University",265,"HaleTexas",0.138328443992097,"Primarily in person","4504","Private nonprofit, 4-year",0.0588365896980462,-0.0794918542940508,"good"
"5255","dec11","Utah","Utah","Provo","Brigham Young University",3665,"UtahUtah",0.0874378177874527,"Primarily in person","34499","Private nonprofit, 4-year",0.106234963332271,0.0187971455448178,"bad"
"5256","dec11","Utah","Washington","St. George","Dixie State University",599,"WashingtonUtah",0.0650273716461285,"Primarily in person","9950","Public, 4-year",0.0602010050251256,-0.00482636662100287,"good"
"5257","dec11","Utah","Salt Lake","Salt Lake City","Salt Lake Community College",619,"Salt LakeUtah",0.0784669913144789,"Primarily online","29156","Public, 2-year",0.0212306214844286,-0.0572363698300503,"good"
"5258","dec11","Utah","Sanpete","Ephraim","Snow College",42,"SanpeteUtah",0.0484501761530754,"Fully in person","5514","Public, 4-year",0.00761697497279652,-0.0408332011802789,"good"
"5259","dec11","Utah","Iron","Cedar City","Southern Utah University",401,"IronUtah",0.0440562373493317,"Primarily online","10196","Public, 4-year",0.0393291486857591,-0.00472708866357258,"good"
"5260","dec11","Utah","Salt Lake","Salt Lake City","University of Utah",2208,"Salt LakeUtah",0.0784669913144789,"Primarily online","33023","Public, 4-year",0.0668624897798504,-0.0116045015346285,"good"
"5261","dec11","Utah","Cache","Logan","Utah State University",2217,"CacheUtah",0.0706763635229833,"Hybrid","27932","Public, 4-year",0.0793713303737649,0.00869496685078155,"bad"
"5262","dec11","Utah","Utah","Orem","Utah Valley University",1221,"UtahUtah",0.0874378177874527,"Primarily online","39931","Public, 4-year",0.0305777466129073,-0.0568600711745454,"good"
"5263","dec11","Utah","Weber","Ogden","Weber State University",406,"WeberUtah",0.0583560390910523,"Hybrid","28247","Public, 4-year",0.0143732077742769,-0.0439828313167754,"good"
"5265","dec11","Vermont","Bennington","Bennington","Bennington College",4,"BenningtonVermont",0.00764025937411897,"Hybrid","811","Private nonprofit, 4-year",0.00493218249075216,-0.00270807688336681,"good"
"5266","dec11","Vermont","Rutland","Castleton","Castleton University",3,"RutlandVermont",0.00517262119571755,"Fully online","2196","Public, 4-year",0.00136612021857923,-0.00380650097713832,"good"
