date,state,county,city,college,cases,countyCovidProp,plan,enrollment2018,type,adjCases
8-Oct,Vermont,Chittenden,Burlington,Champlain College,2,0.005245033,Hybrid,4531,"Private nonprofit, 4-year",0.000441404
8-Oct,Vermont,Windham,Putney,Landmark College,1,0.003055279,Primarily in person,519,"Private nonprofit, 4-year",0.001926782
8-Oct,Vermont,Addison,Middlebury,Middlebury College,4,0.003018191,Hybrid,2611,"Private nonprofit, 4-year",0.00153198
8-Oct,Vermont,Washington,Northfield,Norwich University,5,0.001335411,Primarily in person,3986,"Private nonprofit, 4-year",0.00125439
8-Oct,Vermont,Chittenden,Colchester,Saint Michael's College,1,0.005245033,Primarily in person,1950,"Private nonprofit, 4-year",0.000512821
8-Oct,Vermont,Chittenden,Burlington,University of Vermont,22,0.005245033,Hybrid,13395,"Public, 4-year",0.001642404
8-Oct,Vermont,Orange,Randolph,Vermont Technical College,1,0.000865291,Hybrid,1638,"Public, 4-year",0.000610501
8-Oct,Virginia,Tazewell,Bluefield,Bluefield College,70,0.00847395,Hybrid,1156,"Private nonprofit, 4-year",0.060553633
8-Oct,Virginia,Rockingham,Bridgewater,Bridgewater College,35,0.019109679,Primarily in person,1857,"Private nonprofit, 4-year",0.018847604
8-Oct,Virginia,Charlotte,Harrisonburg,Eastern Mennonite University,12,0.012542088,Primarily in person,1444,"Private nonprofit, 4-year",0.008310249
8-Oct,Virginia,Franklin,Ferrum,Ferrum College,41,0.007744192,Other,1124,"Private nonprofit, 4-year",0.036476868
8-Oct,Virginia,Fairfax,Fairfax,George Mason University,72,0.018689675,Hybrid,37316,"Public, 4-year",0.001929467
8-Oct,Virginia,Prince Edward,Hampden-Sydney,Hampden-Sydney College,58,0.027409876,Fully in person,1072,"Private nonprofit, 4-year",0.054104478
8-Oct,Virginia,Roanoke,Roanoke,Hollins University,1,0.010564203,Primarily in person,805,"Private nonprofit, 4-year",0.001242236
8-Oct,Virginia,Rockingham,Harrisonburg,James Madison University,1527,0.019109679,Fully online,21751,"Public, 4-year",0.070203669
8-Oct,Virginia,Campbell,Lynchburg,Liberty University,506,0.009037078,Primarily in person,79152,"Private nonprofit, 4-year",0.006392763
8-Oct,Virginia,Prince Edward,Farmville,Longwood University,59,0.027409876,Primarily in person,4911,"Public, 4-year",0.012013846
8-Oct,Virginia,Arlington,Arlington,Marymount University,12,0.017239341,Hybrid,3418,"Private nonprofit, 4-year",0.003510825
8-Oct,Virginia,Campbell,Lynchburg,Randolph College,1,0.009037078,Primarily online,626,"Private nonprofit, 4-year",0.001597444
8-Oct,Virginia,Hanover,Ashland,Randolph-Macon College,32,0.01300039,Primarily online,1488,"Private nonprofit, 4-year",0.021505376
8-Oct,Virginia,Roanoke,Salem,Roanoke College,67,0.010564203,Hybrid,2014,"Private nonprofit, 4-year",0.03326713
8-Oct,Virginia,Frederick,Winchester,Shenandoah University,28,0.010715125,Hybrid,3817,"Private nonprofit, 4-year",0.007335604
8-Oct,Virginia,Amherst,Sweet Briar,Sweet Briar College,9,0.013732004,Primarily in person,337,"Private nonprofit, 4-year",0.026706231
8-Oct,Virginia,Henrico,Richmond,University of Richmond,20,0.016979124,Primarily in person,4002,"Private nonprofit, 4-year",0.004997501
8-Oct,Virginia,Wise,Wise,"University of Virginia's College, Wise",13,0.012198058,Primarily online,2065,"Public, 4-year",0.0062954
8-Oct,Virginia,Richmond,Richmond,Virginia Commonwealth University,294,0.039011415,Primarily in person,30697,"Public, 4-year",0.009577483
8-Oct,Virginia,Washington,Abingdon,Virginia Highlands Community College,4,0.012281355,Primarily online,2387,"Public, 2-year",0.001675744
8-Oct,Virginia,Montgomery,Blacksburg,Virginia Tech,1115,0.022103821,Primarily in person,34683,"Public, 4-year",0.032148315
8-Oct,Virginia,Richmond,Richmond,Virginia Union University,6,0.039011415,Undetermined,1552,"Private nonprofit, 4-year",0.003865979
8-Oct,Virginia,Rockbridge,Lexington,Washington and Lee University,52,0.005714792,Primarily in person,2223,"Private nonprofit, 4-year",0.023391813
8-Oct,"Washington, D.C.","Washington, D.C.",Washington,American University,26,0.022241618,Fully online,14311,"Private nonprofit, 4-year",0.001816784
8-Oct,"Washington, D.C.","Washington, D.C.",Washington,Catholic University of America,50,0.022241618,Fully online,5956,"Private nonprofit, 4-year",0.008394896
8-Oct,"Washington, D.C.","Washington, D.C.",Washington,Gallaudet University,1,0.022241618,Fully online,1557,"Private nonprofit, 4-year",0.000642261
8-Oct,"Washington, D.C.","Washington, D.C.",Washington,George Washington University,18,0.022241618,Fully online,28172,"Private nonprofit, 4-year",0.000638932
8-Oct,"Washington, D.C.","Washington, D.C.",Washington,Georgetown University,147,0.022241618,Fully online,19204,"Private nonprofit, 4-year",0.007654655
8-Oct,"Washington, D.C.","Washington, D.C.",Washington,Howard University,15,0.022241618,Fully online,9139,"Private nonprofit, 4-year",0.001641317
8-Oct,"Washington, D.C.","Washington, D.C.",Washington,Trinity Washington University,0,0.022241618,Primarily online,1782,"Private nonprofit, 4-year",0
8-Oct,"Washington, D.C.","Washington, D.C.",Washington,University of the District of Columbia,2,0.022241618,Primarily online,4244,"Public, 4-year",0.000471254
8-Oct,Washington,King,Bellevue,Bellevue College,0,0.010404025,Fully online,13226,"Public, 4-year",0
8-Oct,Washington,Snohomish,Bothell,Cascadia College,0,0.010317693,Primarily online,3396,"Public, 4-year",0
8-Oct,Washington,Kittitas,Ellensburg,Central Washington University,53,0.011849379,Primarily in person,12342,"Public, 4-year",0.00429428
8-Oct,Washington,Lewis,Centralia,Centralia College,4,0.007533423,Primarily online,3167,"Public, 4-year",0.001263025
8-Oct,Washington,Clark,Vancouver,Clark College,1,0.007635573,Primarily online,9878,"Public, 4-year",0.000101235
8-Oct,Washington,Pierce,Lakewood,Clover Park Technical College,3,0.01035603,Primarily online,3905,"Public, 4-year",0.000768246
8-Oct,Washington,Franklin,Pasco,Columbia Basin College,7,0.048035118,Primarily online,7034,"Public, 4-year",0.000995166
8-Oct,Washington,Spokane,Cheney,Eastern Washington University,102,0.014785826,Primarily online,12633,"Public, 4-year",0.008074092
8-Oct,Washington,Snohomish,Everett,Everett Community College,4,0.010317693,Primarily online,7957,"Public, 2-year",0.000502702
8-Oct,Washington,Thurston,Olympia,Evergreen State College,0,0.004732632,Primarily online,3327,"Public, 4-year",0
8-Oct,Washington,Spokane,Spokane,Gonzaga University,65,0.014785826,Hybrid,7563,"Private nonprofit, 4-year",0.008594473
8-Oct,Washington,Grays Harbor,Aberdeen,Grays Harbor College,2,0.007407309,Primarily in person,1868,"Public, 4-year",0.001070664
8-Oct,Washington,King,Auburn,Green River College,3,0.010404025,Primarily online,8471,"Public, 4-year",0.000354149
8-Oct,Washington,King,Des Moines,Highline College,2,0.010404025,Primarily online,6530,"Public, 4-year",0.000306279
8-Oct,Washington,King,Kirkland,Lake Washington Institute of Technology,1,0.010404025,Primarily online,3670,"Public, 4-year",0.00027248
8-Oct,Washington,Cowlitz,Longview,Lower Columbia College,1,0.00643802,Primarily online,2819,"Public, 2-year",0.000354736
8-Oct,Washington,King,Seattle,North Seattle College,2,0.010404025,Primarily online,5929,"Public, 4-year",0.000337325
8-Oct,Washington,Whatcom,Bellingham,Northwest Indian College,2,0.006233451,Fully online,535,"Public, 4-year",0.003738318
8-Oct,Washington,Kitsap,Bremerton,Olympic College,1,0.004884464,Primarily online,6620,"Public, 4-year",0.000151057
8-Oct,Washington,Pierce,Tacoma,Pacific Lutheran University,1,0.01035603,Hybrid,3207,"Private nonprofit, 4-year",0.000311818
8-Oct,Washington,Clallam,Port Angeles,Peninsula College,0,0.003116473,Undetermined,2052,"Public, 4-year",0
8-Oct,Washington,King,Renton,Renton Technical College,1,0.010404025,Fully online,3546,"Public, 4-year",0.000282008
8-Oct,Washington,King,Seattle,Seattle Central College,1,0.010404025,Primarily online,6802,"Public, 4-year",0.000147016
8-Oct,Washington,King,Seattle,Seattle Pacific University,1,0.010404025,Hybrid,3688,"Private nonprofit, 4-year",0.00027115
8-Oct,Washington,King,Seattle,Seattle University,6,0.010404025,Primarily online,7291,"Private nonprofit, 4-year",0.000822932
8-Oct,Washington,Skagit,Mount Vernon,Skagit Valley College,1,0.008885105,Primarily online,5159,"Public, 4-year",0.000193836
8-Oct,Washington,King,Seattle,South Seattle College,1,0.010404025,Primarily online,6177,"Public, 4-year",0.000161891
8-Oct,Washington,Spokane,Spokane,Spokane Community College,11,0.014785826,Primarily in person,10375,"Public, 4-year",0.001060241
8-Oct,Washington,Spokane,Spokane,Spokane Falls Community College,2,0.014785826,Primarily online,5184,"Public, 4-year",0.000385802
8-Oct,Washington,Pierce,Tacoma,Tacoma Community College,1,0.01035603,Primarily online,6242,"Public, 4-year",0.000160205
8-Oct,Washington,Pierce,Tacoma,University of Puget Sound,9,0.01035603,Fully online,2666,"Private nonprofit, 4-year",0.003375844
8-Oct,Washington,King,Seattle,University of Washington,527,0.010404025,Primarily online,47400,"Public, 4-year",0.011118143
8-Oct,Washington,Walla Walla,Walla Walla,Walla Walla Community College,2,0.01560237,Hybrid,3860,"Public, 4-year",0.000518135
8-Oct,Washington,Whitman,Pullman,Washington State University,263,0.02848076,Primarily online,31478,"Public, 4-year",0.008355042
8-Oct,Washington,Chelan,Wenatchee,Wenatchee Valley College,2,0.027940415,Fully online,3444,"Public, 4-year",0.00058072
8-Oct,Washington,Whatcom,Bellingham,Western Washington University,4,0.006233451,Primarily online,16121,"Public, 4-year",0.000248124
8-Oct,Washington,Whatcom,Bellingham,Whatcom Community College,6,0.006233451,Primarily online,4263,"Public, 4-year",0.00140746
8-Oct,Washington,Walla Walla,Walla Walla,Whitman College,2,0.01560237,Primarily online,1475,"Private nonprofit, 4-year",0.001355932
8-Oct,Washington,Spokane,Spokane,Whitworth University,26,0.014785826,Primarily in person,2776,"Private nonprofit, 4-year",0.009365994
8-Oct,West Virginia,Barbour,Philippi,Alderson Broaddus University,27,0.007055532,Primarily in person,911,"Private nonprofit, 4-year",0.029637761
8-Oct,West Virginia,Mercer,Bluefield,Bluefield State College,8,0.007505361,Primarily in person,1275,"Public, 4-year",0.00627451
8-Oct,West Virginia,Marion,Fairmont,Fairmont State University,32,0.00554644,Hybrid,3947,"Public, 4-year",0.008107423
8-Oct,West Virginia,Gilmer,Glenville ,Glenville State College,24,0.006263582,Primarily in person,1586,"Public, 4-year",0.015132409
8-Oct,West Virginia,Cabell,Huntington,Marshall University,97,0.010114743,Primarily online,13204,"Public, 4-year",0.007346259
8-Oct,West Virginia,Mineral,Keyser,Potomac State College of West Virginia University,2,0.0066622,Primarily in person,1340,"Public, 4-year",0.001492537
8-Oct,West Virginia,Kanawha,Charleston,University of Charleston,29,0.016645707,Primarily in person,2623,"Private nonprofit, 4-year",0.011056043
8-Oct,West Virginia,Ohio,West Liberty,West Liberty University,29,0.009466084,Primarily online,2526,"Public, 4-year",0.011480602
8-Oct,West Virginia,Kanawha,Institute,West Virginia State University,38,0.016645707,Hybrid,3692,"Public, 4-year",0.010292524
8-Oct,West Virginia,Monongalia,Morgantown,West Virginia University,638,0.020064008,Primarily online,26864,"Public, 4-year",0.023749256
8-Oct,West Virginia,Fayette,Montgomery,West Virginia University Institute of Technology,2,0.015658162,Primarily in person,1755,"Public, 4-year",0.001139601
8-Oct,West Virginia,Wood,Parkersburg,"West Virginia University, Parkersburg",1,0.004633732,Primarily online,2403,"Public, 4-year",0.000416146
8-Oct,West Virginia,Upshur,Buckhannon,West Virginia Wesleyan College,1,0.006039047,Primarily online,1294,"Private nonprofit, 4-year",0.000772798
8-Oct,Wisconsin,Rock,Beloit,Beloit College,21,0.019209814,Hybrid,1275,"Private nonprofit, 4-year",0.016470588
8-Oct,Wisconsin,Waukesha,Waukesha,Carroll University,62,0.022706693,Primarily in person,3352,"Private nonprofit, 4-year",0.01849642
8-Oct,Wisconsin,Kenosha,Kenosha,Carthage College,37,0.025100111,Primarily in person,2872,"Private nonprofit, 4-year",0.012883008
8-Oct,Wisconsin,Ozaukee,Mequon,Concordia University Wisconsin,25,0.018358907,Primarily in person,6374,"Private nonprofit, 4-year",0.003922184
8-Oct,Wisconsin,Dane,Madison,Edgewood College,65,0.020503206,Hybrid,2190,"Private nonprofit, 4-year",0.029680365
8-Oct,Wisconsin,Sheboygan,Plymouth,Lakeland University,17,0.021917808,Primarily online,2497,"Private nonprofit, 4-year",0.00680817
8-Oct,Wisconsin,Outagamie,Appleton,Lawrence University,13,0.032817947,Hybrid,1463,"Private nonprofit, 4-year",0.008885851
8-Oct,Wisconsin,Dane,Madison,Madison Area Technical College,0,0.020503206,Hybrid,15250,"Public, 4-year",0
8-Oct,Wisconsin,Jefferson,Watertown,Maranatha Baptist University,1,0.021128007,Fully in person,1035,"Private nonprofit, 4-year",0.000966184
8-Oct,Wisconsin,Milwaukee,Milwaukee,Marquette University,381,0.034734162,Hybrid,11605,"Private nonprofit, 4-year",0.032830676
8-Oct,Wisconsin,Milwaukee,Milwaukee,Milwaukee School of Engineering,19,0.034734162,Hybrid,2820,"Private nonprofit, 4-year",0.006737589
8-Oct,Wisconsin,Ashland,Ashland,Northland College,0,0.011438118,Primarily in person,582,"Private nonprofit, 4-year",0
8-Oct,Wisconsin,Eau Claire,Eau Claire,University of Wisconsin-Eau Claire,436,0.021338608,Primarily in person,11604,"Public, 4-year",0.037573251
8-Oct,Wisconsin,Brown,Green Bay,University of Wisconsin-Green Bay,88,0.041834567,Primarily online,8566,"Public, 4-year",0.010273173
8-Oct,Wisconsin,La Crosse,La Crosse,University of Wisconsin-La Crosse,350,0.030029826,Primarily online,10597,"Public, 4-year",0.033028216
8-Oct,Wisconsin,Dane,Madison,University of Wisconsin-Madison,3041,0.020503206,Primarily online,43463,"Public, 4-year",0.069967559
8-Oct,Wisconsin,Milwaukee,Milwaukee,University of Wisconsin-Milwaukee,516,0.034734162,Hybrid,27012,"Public, 4-year",0.019102621
8-Oct,Wisconsin,Winnebago,Oshkosh,University of Wisconsin-Oshkosh,735,0.033046938,Primarily online,16410,"Public, 4-year",0.044789762
8-Oct,Wisconsin,Kenosha,Somers,University of Wisconsin-Parkside,25,0.025100111,Primarily online,4295,"Public, 4-year",0.005820722
8-Oct,Wisconsin,Grant,Platteville,University of Wisconsin-Platteville,240,0.025661463,Primarily online,8955,"Public, 4-year",0.02680067
8-Oct,Wisconsin,Pierce,River Falls,University of Wisconsin-River Falls,184,0.017331712,Primarily online,6135,"Public, 4-year",0.02999185
8-Oct,Wisconsin,Portage,Stevens Point,University of Wisconsin-Stevens Point,259,0.025363138,Primarily online,9086,"Public, 4-year",0.028505393
8-Oct,Wisconsin,Dunn,Menomonie,University of Wisconsin-Stout,15,0.016156762,Primarily online,8770,"Public, 4-year",0.001710376
8-Oct,Wisconsin,Douglas,Superior,University of Wisconsin-Superior,6,0.013186559,Primarily online,2603,"Public, 4-year",0.002305033
8-Oct,Wisconsin,Walworth,Whitewater,University of Wisconsin-Whitewater,421,0.028911696,Primarily online,13059,"Public, 4-year",0.032238303
8-Oct,Wisconsin,La Crosse,La Crosse,Viterbo University,50,0.030029826,Primarily in person,2598,"Private nonprofit, 4-year",0.019245574
8-Oct,Wisconsin,Milwaukee,Milwaukee,Wisconsin Lutheran College,12,0.034734162,Hybrid,1248,"Private nonprofit, 4-year",0.009615385
8-Oct,Wyoming,Natrona,Casper,Casper College,68,0.008677903,Fully in person,3650,"Public, 2-year",0.018630137
8-Oct,Wyoming,Goshen,Torrington,Eastern Wyoming College,3,0.00908334,Undetermined,1462,"Public, 2-year",0.002051984
8-Oct,Wyoming,Albany,Laramie,University of Wyoming,456,0.019212963,Primarily in person,12450,"Public, 4-year",0.036626506
5-Nov,Alabama,Lee,Auburn,Auburn University,2047,0.041399764,Hybrid,30440,"Public, 4-year",0.067247043
5-Nov,Alabama,Montgomery,Montgomery,"Auburn University, Montgomery",80,0.048289961,Hybrid,5211,"Public, 4-year",0.01535214
5-Nov,Alabama,Walker,Jasper,Bevill State Community College,4,0.04853513,Primarily online,3745,"Public, 2-year",0.001068091
5-Nov,Alabama,Jefferson,Birmingham,Birmingham-Southern College,196,0.038202295,Primarily in person,1268,"Private nonprofit, 4-year",0.154574132
5-Nov,Alabama,Limestone,Tanner,Calhoun Community College,36,0.032664409,Primarily online,9736,"Public, 2-year",0.003697617
5-Nov,Alabama,Tallapoosa,Alexander City,Central Alabama Community College,24,0.035747021,Primarily online,1681,"Public, 2-year",0.014277216
5-Nov,Alabama,Coffee,Enterprise,Enterprise State Community College,32,0.036681823,Primarily online,1705,"Public, 2-year",0.018768328
5-Nov,Alabama,Etowah,Gadsden,Gadsden State Community College,45,0.0463977,Hybrid,4736,"Public, 2-year",0.009501689
5-Nov,Alabama,Calhoun,Jacksonville,Jacksonville State University,219,0.044355442,Primarily online,8479,"Public, 4-year",0.025828518
5-Nov,Alabama,Covington,Andalusia,Lurleen B. Wallace Community College,16,0.051607331,Primarily online,1784,"Public, 2-year",0.00896861
5-Nov,Alabama,Perry,Marion,Marion Military Institute,5,0.068810938,Hybrid,394,"Public, 2-year",0.012690355
5-Nov,Alabama,Jefferson,Birmingham,Samford University,379,0.038202295,Hybrid,5619,"Private nonprofit, 4-year",0.067449724
5-Nov,Alabama,Marshall,Boaz,Snead State Community College,13,0.048845764,Hybrid,2280,"Public, 2-year",0.005701754
5-Nov,Alabama,Randolph,Wadley,Southern Union State Community College,59,0.038684975,Hybrid,4531,"Public, 2-year",0.013021408
5-Nov,Alabama,Mobile,Mobile,Spring Hill College,113,0.042571574,Hybrid,1379,"Private nonprofit, 4-year",0.081943437
5-Nov,Alabama,Pike,Troy,Troy University,628,0.042580178,Hybrid,16981,"Public, 4-year",0.03698251
5-Nov,Alabama,Macon,Tuskeegee,Tuskegee University,69,0.032654417,Hybrid,3026,"Private nonprofit, 4-year",0.022802379
5-Nov,Alabama,Jefferson,Birmingham,"University of Alabama, Birmingham",1779,0.038202295,Primarily online,21923,"Public, 4-year",0.081147653
5-Nov,Alabama,Shelby,Montevallo,University of Montevallo,110,0.036825569,Primarily in person,2612,"Public, 4-year",0.042113323
